Entity,Code,Year,Prevalence - Eating disorders - Sex: Both - Age: 20 to 24 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 10 to 14 (Percent),Prevalence - Eating disorders - Sex: Both - Age: All Ages (Percent),Prevalence - Eating disorders - Sex: Both - Age: 30 to 34 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 25 to 29 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 5-14 years (Percent),Prevalence - Eating disorders - Sex: Both - Age: 50-69 years (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: 70+ years (Percent),Prevalence - Eating disorders - Sex: Both - Age: 15 to 19 (Percent)
Slovakia,SVK,2009,0.42,0.12,0.17,0.39,0.41,0.06,0,0.17,0,0.33
Slovakia,SVK,2010,0.43,0.12,0.17,0.4,0.42,0.06,0,0.18,0,0.34
Slovakia,SVK,2011,0.44,0.12,0.17,0.41,0.43,0.06,0,0.18,0,0.34
Slovakia,SVK,2012,0.44,0.12,0.17,0.41,0.43,0.06,0,0.18,0,0.35
Slovakia,SVK,2013,0.45,0.12,0.18,0.42,0.44,0.06,0,0.18,0,0.35
Slovakia,SVK,2014,0.45,0.12,0.17,0.42,0.44,0.06,0,0.19,0,0.35
Slovakia,SVK,2015,0.46,0.12,0.17,0.43,0.45,0.06,0,0.19,0,0.36
Slovakia,SVK,2016,0.46,0.12,0.17,0.44,0.46,0.06,0,0.19,0,0.36
Slovakia,SVK,2017,0.47,0.13,0.17,0.44,0.46,0.06,0,0.19,0,0.37
Slovakia,SVK,2018,0.47,0.13,0.17,0.44,0.47,0.06,0,0.19,0,0.37
Slovakia,SVK,2019,0.48,0.13,0.17,0.45,0.47,0.07,0,0.2,0,0.37
Slovenia,SVN,1990,0.43,0.11,0.17,0.4,0.42,0.06,0,0.17,0,0.33
Slovenia,SVN,1991,0.42,0.11,0.17,0.39,0.41,0.06,0,0.17,0,0.32
Slovenia,SVN,1992,0.41,0.11,0.17,0.39,0.41,0.06,0,0.17,0,0.32
Slovenia,SVN,1993,0.41,0.11,0.17,0.39,0.4,0.06,0,0.17,0,0.32
Slovenia,SVN,1994,0.41,0.11,0.17,0.38,0.4,0.06,0,0.17,0,0.31
Slovenia,SVN,1995,0.41,0.11,0.17,0.38,0.4,0.06,0,0.17,0,0.31
Slovenia,SVN,1996,0.41,0.11,0.17,0.38,0.4,0.06,0,0.17,0,0.31
Slovenia,SVN,1997,0.41,0.11,0.17,0.38,0.4,0.06,0,0.17,0,0.32
Slovenia,SVN,1998,0.41,0.11,0.17,0.39,0.4,0.06,0,0.17,0,0.32
Slovenia,SVN,1999,0.41,0.11,0.17,0.39,0.4,0.06,0,0.17,0,0.32
Slovenia,SVN,2000,0.42,0.11,0.17,0.39,0.41,0.06,0,0.17,0,0.33
Slovenia,SVN,2001,0.42,0.12,0.17,0.39,0.41,0.07,0,0.17,0,0.33
Slovenia,SVN,2002,0.43,0.12,0.17,0.4,0.41,0.07,0,0.17,0,0.33
Slovenia,SVN,2003,0.43,0.12,0.17,0.4,0.42,0.07,0,0.18,0,0.34
Slovenia,SVN,2004,0.44,0.12,0.17,0.41,0.42,0.07,0,0.18,0,0.34
Slovenia,SVN,2005,0.44,0.12,0.17,0.41,0.43,0.07,0,0.18,0,0.35
Slovenia,SVN,2006,0.44,0.12,0.17,0.42,0.43,0.07,0,0.18,0,0.35
Slovenia,SVN,2007,0.45,0.12,0.17,0.42,0.44,0.07,0,0.18,0,0.35
Slovenia,SVN,2008,0.45,0.13,0.17,0.43,0.44,0.07,0,0.19,0,0.36
Slovenia,SVN,2009,0.46,0.13,0.17,0.43,0.45,0.07,0,0.19,0,0.36
Slovenia,SVN,2010,0.46,0.13,0.17,0.43,0.45,0.07,0,0.19,0,0.36
Slovenia,SVN,2011,0.47,0.13,0.17,0.43,0.45,0.07,0,0.19,0,0.36
Slovenia,SVN,2012,0.47,0.13,0.16,0.43,0.45,0.07,0,0.19,0,0.37
Slovenia,SVN,2013,0.47,0.13,0.16,0.44,0.46,0.06,0,0.19,0,0.37
Slovenia,SVN,2014,0.47,0.13,0.16,0.44,0.46,0.06,0,0.19,0,0.37
Slovenia,SVN,2015,0.48,0.13,0.16,0.44,0.46,0.06,0,0.19,0,0.37
Slovenia,SVN,2016,0.48,0.13,0.16,0.44,0.47,0.06,0,0.2,0,0.37
Slovenia,SVN,2017,0.49,0.13,0.15,0.44,0.47,0.06,0,0.2,0,0.37
Slovenia,SVN,2018,0.49,0.13,0.15,0.45,0.47,0.06,0,0.2,0,0.38
Slovenia,SVN,2019,0.49,0.13,0.15,0.45,0.48,0.06,0,0.2,0,0.38
Solomon Islands,SLB,1990,0.17,0.05,0.07,0.15,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,1991,0.17,0.05,0.07,0.15,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,1992,0.17,0.05,0.07,0.16,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,1993,0.17,0.06,0.07,0.16,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,1994,0.17,0.06,0.07,0.16,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,1995,0.17,0.06,0.07,0.16,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,1996,0.17,0.06,0.07,0.16,0.16,0.03,0,0.07,0,0.15
Solomon Islands,SLB,1997,0.17,0.06,0.07,0.16,0.16,0.03,0,0.07,0,0.15
Solomon Islands,SLB,1998,0.17,0.06,0.07,0.16,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,1999,0.17,0.05,0.07,0.16,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,2000,0.17,0.06,0.07,0.16,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,2001,0.17,0.06,0.07,0.16,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,2002,0.17,0.05,0.07,0.15,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,2003,0.17,0.05,0.07,0.15,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,2004,0.16,0.05,0.07,0.15,0.15,0.02,0,0.06,0,0.14
Solomon Islands,SLB,2005,0.16,0.05,0.07,0.15,0.15,0.02,0,0.06,0,0.14
Solomon Islands,SLB,2006,0.16,0.05,0.07,0.15,0.15,0.02,0,0.06,0,0.14
Solomon Islands,SLB,2007,0.16,0.05,0.07,0.15,0.16,0.02,0,0.06,0,0.14
Solomon Islands,SLB,2008,0.16,0.05,0.07,0.15,0.16,0.02,0,0.06,0,0.14
Solomon Islands,SLB,2009,0.16,0.05,0.07,0.15,0.16,0.03,0,0.06,0,0.14
Solomon Islands,SLB,2010,0.17,0.05,0.07,0.15,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,2011,0.17,0.05,0.07,0.15,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,2012,0.17,0.05,0.07,0.15,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,2013,0.17,0.06,0.07,0.15,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,2014,0.17,0.06,0.07,0.15,0.16,0.03,0,0.07,0,0.14
Solomon Islands,SLB,2015,0.17,0.06,0.07,0.16,0.17,0.03,0,0.07,0,0.15
Solomon Islands,SLB,2016,0.18,0.06,0.07,0.16,0.17,0.03,0,0.07,0,0.15
Solomon Islands,SLB,2017,0.18,0.06,0.08,0.16,0.17,0.03,0,0.07,0,0.15
Solomon Islands,SLB,2018,0.18,0.06,0.08,0.16,0.17,0.03,0,0.07,0,0.15
Solomon Islands,SLB,2019,0.18,0.06,0.08,0.16,0.17,0.03,0,0.07,0,0.15
Somalia,SOM,1990,0.14,0.04,0.05,0.12,0.13,0.02,0,0.05,0,0.11
Somalia,SOM,1991,0.13,0.04,0.05,0.12,0.13,0.02,0,0.05,0,0.11
Somalia,SOM,1992,0.13,0.04,0.05,0.12,0.13,0.02,0,0.05,0,0.11
Somalia,SOM,1993,0.13,0.04,0.05,0.12,0.12,0.02,0,0.05,0,0.11
Somalia,SOM,1994,0.13,0.04,0.05,0.12,0.12,0.02,0,0.05,0,0.11
Somalia,SOM,1995,0.13,0.04,0.05,0.12,0.12,0.02,0,0.05,0,0.11
Somalia,SOM,1996,0.12,0.04,0.05,0.11,0.12,0.02,0,0.05,0,0.11
Somalia,SOM,1997,0.12,0.04,0.05,0.11,0.12,0.02,0,0.05,0,0.11
Somalia,SOM,1998,0.12,0.04,0.05,0.11,0.11,0.02,0,0.05,0,0.11
Somalia,SOM,1999,0.12,0.04,0.05,0.11,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2000,0.12,0.04,0.05,0.11,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2001,0.12,0.04,0.05,0.11,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2002,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2003,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2004,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2005,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2006,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2007,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2008,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2009,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2010,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2011,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2012,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2013,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2014,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2015,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2016,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2017,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2018,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
Somalia,SOM,2019,0.12,0.04,0.05,0.1,0.11,0.02,0,0.05,0,0.1
South Africa,ZAF,1990,0.37,0.1,0.17,0.39,0.38,0.05,0,0.16,0,0.28
South Africa,ZAF,1991,0.36,0.1,0.17,0.39,0.37,0.05,0,0.15,0,0.28
South Africa,ZAF,1992,0.36,0.1,0.17,0.38,0.37,0.05,0,0.15,0,0.28
South Africa,ZAF,1993,0.36,0.1,0.17,0.38,0.37,0.05,0,0.15,0,0.28
South Africa,ZAF,1994,0.36,0.1,0.17,0.38,0.37,0.05,0,0.15,0,0.28
South Africa,ZAF,1995,0.36,0.1,0.17,0.38,0.37,0.05,0,0.15,0,0.27
South Africa,ZAF,1996,0.36,0.1,0.17,0.38,0.37,0.05,0,0.15,0,0.27
South Africa,ZAF,1997,0.35,0.1,0.17,0.38,0.36,0.05,0,0.15,0,0.27
South Africa,ZAF,1998,0.35,0.09,0.17,0.38,0.36,0.05,0,0.15,0,0.27
South Africa,ZAF,1999,0.35,0.09,0.17,0.38,0.36,0.05,0,0.15,0,0.27
South Africa,ZAF,2000,0.35,0.1,0.17,0.38,0.36,0.05,0,0.15,0,0.27
South Africa,ZAF,2001,0.35,0.1,0.17,0.38,0.37,0.05,0,0.15,0,0.27
South Africa,ZAF,2002,0.35,0.1,0.17,0.38,0.37,0.05,0,0.15,0,0.27
South Africa,ZAF,2003,0.36,0.1,0.17,0.38,0.37,0.05,0,0.15,0,0.28
South Africa,ZAF,2004,0.36,0.1,0.18,0.38,0.37,0.05,0,0.15,0,0.28
South Africa,ZAF,2005,0.36,0.1,0.18,0.39,0.37,0.05,0,0.16,0,0.28
South Africa,ZAF,2006,0.36,0.1,0.18,0.39,0.37,0.05,0,0.16,0,0.28
South Africa,ZAF,2007,0.37,0.1,0.18,0.39,0.38,0.05,0,0.16,0,0.28
South Africa,ZAF,2008,0.37,0.1,0.18,0.4,0.38,0.05,0,0.16,0,0.29
South Africa,ZAF,2009,0.37,0.1,0.19,0.4,0.38,0.05,0,0.16,0,0.29
South Africa,ZAF,2010,0.37,0.1,0.19,0.4,0.39,0.05,0,0.16,0,0.29
South Africa,ZAF,2011,0.38,0.1,0.19,0.4,0.39,0.05,0,0.16,0,0.29
South Africa,ZAF,2012,0.38,0.1,0.19,0.41,0.39,0.05,0,0.17,0,0.29
South Africa,ZAF,2013,0.38,0.1,0.19,0.41,0.39,0.05,0,0.17,0,0.3
South Africa,ZAF,2014,0.39,0.1,0.19,0.42,0.4,0.05,0,0.17,0,0.3
South Africa,ZAF,2015,0.39,0.11,0.19,0.42,0.4,0.05,0,0.17,0,0.3
South Africa,ZAF,2016,0.39,0.11,0.19,0.42,0.41,0.05,0,0.17,0,0.3
South Africa,ZAF,2017,0.4,0.11,0.19,0.42,0.41,0.05,0,0.17,0,0.31
South Africa,ZAF,2018,0.4,0.11,0.19,0.42,0.41,0.05,0,0.17,0,0.31
South Africa,ZAF,2019,0.39,0.11,0.19,0.42,0.41,0.05,0,0.17,0,0.3
South Asia (WB),,1990,0.22,0.07,0.09,0.22,0.22,0.03,0,0.09,0,0.18
South Asia (WB),,1991,0.22,0.07,0.09,0.22,0.22,0.03,0,0.09,0,0.18
South Asia (WB),,1992,0.22,0.07,0.09,0.22,0.22,0.03,0,0.09,0,0.18
South Asia (WB),,1993,0.22,0.07,0.09,0.22,0.22,0.03,0,0.09,0,0.18
South Asia (WB),,1994,0.22,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
South Asia (WB),,1995,0.22,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
South Asia (WB),,1996,0.22,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
South Asia (WB),,1997,0.23,0.07,0.1,0.23,0.22,0.03,0,0.09,0,0.19
South Asia (WB),,1998,0.23,0.07,0.1,0.23,0.23,0.03,0,0.09,0,0.19
South Asia (WB),,1999,0.23,0.07,0.1,0.23,0.23,0.03,0,0.09,0,0.19
South Asia (WB),,2000,0.23,0.07,0.1,0.23,0.23,0.03,0,0.09,0,0.19
South Asia (WB),,2001,0.23,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
South Asia (WB),,2002,0.23,0.07,0.1,0.24,0.23,0.03,0,0.1,0,0.19
South Asia (WB),,2003,0.24,0.07,0.11,0.24,0.24,0.03,0,0.1,0,0.19
South Asia (WB),,2004,0.24,0.07,0.11,0.24,0.24,0.03,0,0.1,0,0.19
South Asia (WB),,2005,0.24,0.07,0.11,0.25,0.24,0.03,0,0.1,0,0.2
South Asia (WB),,2006,0.24,0.07,0.11,0.25,0.25,0.04,0,0.1,0,0.2
South Asia (WB),,2007,0.25,0.07,0.11,0.26,0.25,0.04,0,0.1,0,0.2
South Asia (WB),,2008,0.25,0.07,0.11,0.26,0.25,0.04,0,0.11,0,0.2
South Asia (WB),,2009,0.26,0.07,0.12,0.27,0.26,0.04,0,0.11,0,0.21
South Asia (WB),,2010,0.26,0.08,0.12,0.27,0.26,0.04,0,0.11,0,0.21
South Asia (WB),,2011,0.27,0.08,0.12,0.28,0.27,0.04,0,0.11,0,0.21
South Asia (WB),,2012,0.27,0.08,0.12,0.28,0.27,0.04,0,0.11,0,0.22
South Asia (WB),,2013,0.28,0.08,0.13,0.29,0.28,0.04,0,0.12,0,0.22
South Asia (WB),,2014,0.28,0.08,0.13,0.29,0.28,0.04,0,0.12,0,0.23
South Asia (WB),,2015,0.29,0.08,0.13,0.3,0.29,0.04,0,0.12,0,0.23
South Asia (WB),,2016,0.29,0.08,0.14,0.31,0.3,0.04,0,0.12,0,0.23
South Asia (WB),,2017,0.3,0.08,0.14,0.31,0.3,0.04,0,0.13,0,0.24
South Asia (WB),,2018,0.3,0.09,0.14,0.32,0.31,0.04,0,0.13,0,0.24
South Asia (WB),,2019,0.31,0.09,0.14,0.33,0.31,0.04,0,0.13,0,0.24
South Korea,KOR,1990,0.61,0.17,0.3,0.56,0.6,0.09,0,0.25,0,0.49
South Korea,KOR,1991,0.62,0.17,0.31,0.57,0.61,0.09,0,0.26,0,0.5
South Korea,KOR,1992,0.63,0.18,0.31,0.59,0.63,0.1,0,0.26,0,0.5
South Korea,KOR,1993,0.64,0.18,0.32,0.6,0.64,0.1,0,0.26,0,0.51
South Korea,KOR,1994,0.66,0.18,0.32,0.61,0.65,0.1,0,0.27,0,0.52
South Korea,KOR,1995,0.67,0.18,0.33,0.62,0.66,0.1,0,0.27,0,0.53
South Korea,KOR,1996,0.68,0.19,0.33,0.62,0.67,0.1,0,0.28,0,0.54
South Korea,KOR,1997,0.69,0.19,0.33,0.64,0.68,0.1,0,0.28,0,0.55
South Korea,KOR,1998,0.7,0.19,0.33,0.64,0.69,0.09,0,0.29,0,0.56
South Korea,KOR,1999,0.72,0.2,0.33,0.66,0.7,0.09,0,0.29,0,0.57
South Korea,KOR,2000,0.72,0.2,0.33,0.66,0.71,0.09,0,0.3,0,0.58
South Korea,KOR,2001,0.74,0.2,0.34,0.67,0.72,0.1,0,0.3,0,0.59
South Korea,KOR,2002,0.75,0.2,0.34,0.68,0.74,0.1,0,0.31,0,0.59
South Korea,KOR,2003,0.76,0.21,0.34,0.69,0.74,0.1,0,0.31,0,0.6
South Korea,KOR,2004,0.76,0.21,0.34,0.7,0.75,0.11,0,0.31,0,0.61
South Korea,KOR,2005,0.77,0.21,0.34,0.71,0.76,0.11,0,0.32,0,0.61
South Korea,KOR,2006,0.78,0.21,0.34,0.72,0.77,0.11,0,0.32,0,0.62
South Korea,KOR,2007,0.79,0.22,0.34,0.73,0.78,0.12,0,0.32,0,0.62
South Korea,KOR,2008,0.8,0.22,0.34,0.74,0.79,0.12,0,0.33,0,0.63
South Korea,KOR,2009,0.81,0.22,0.34,0.75,0.79,0.12,0,0.33,0,0.63
South Korea,KOR,2010,0.81,0.22,0.34,0.76,0.8,0.13,0,0.34,0,0.64
South Korea,KOR,2011,0.82,0.23,0.34,0.77,0.81,0.13,0,0.34,0,0.65
South Korea,KOR,2012,0.83,0.23,0.34,0.78,0.82,0.13,0,0.35,0,0.66
South Korea,KOR,2013,0.84,0.23,0.34,0.79,0.84,0.13,0,0.35,0,0.67
South Korea,KOR,2014,0.86,0.24,0.34,0.81,0.85,0.13,0,0.36,0,0.68
South Korea,KOR,2015,0.87,0.24,0.34,0.82,0.86,0.13,0,0.37,0,0.7
South Korea,KOR,2016,0.89,0.24,0.34,0.83,0.88,0.12,0,0.37,0,0.71
South Korea,KOR,2017,0.91,0.24,0.33,0.85,0.89,0.12,0,0.37,0,0.71
South Korea,KOR,2018,0.92,0.24,0.33,0.86,0.9,0.12,0,0.38,0,0.71
South Korea,KOR,2019,0.93,0.24,0.33,0.86,0.91,0.12,0,0.38,0,0.72
South Sudan,SSD,1990,0.37,0.1,0.16,0.36,0.36,0.05,0,0.15,0,0.28
South Sudan,SSD,1991,0.36,0.1,0.15,0.36,0.36,0.05,0,0.15,0,0.28
South Sudan,SSD,1992,0.36,0.1,0.15,0.36,0.36,0.05,0,0.15,0,0.28
South Sudan,SSD,1993,0.36,0.1,0.15,0.36,0.36,0.05,0,0.15,0,0.28
South Sudan,SSD,1994,0.36,0.1,0.15,0.36,0.36,0.05,0,0.15,0,0.28
South Sudan,SSD,1995,0.36,0.1,0.15,0.36,0.36,0.05,0,0.15,0,0.28
South Sudan,SSD,1996,0.36,0.1,0.15,0.35,0.36,0.05,0,0.15,0,0.28
South Sudan,SSD,1997,0.36,0.1,0.15,0.35,0.36,0.04,0,0.15,0,0.28
South Sudan,SSD,1998,0.35,0.1,0.15,0.35,0.35,0.04,0,0.14,0,0.27
South Sudan,SSD,1999,0.35,0.1,0.15,0.35,0.35,0.04,0,0.14,0,0.27
South Sudan,SSD,2000,0.35,0.09,0.15,0.35,0.35,0.04,0,0.14,0,0.27
South Sudan,SSD,2001,0.35,0.1,0.15,0.35,0.35,0.04,0,0.14,0,0.27
South Sudan,SSD,2002,0.36,0.09,0.15,0.35,0.35,0.04,0,0.15,0,0.28
South Sudan,SSD,2003,0.36,0.1,0.15,0.35,0.36,0.04,0,0.15,0,0.28
South Sudan,SSD,2004,0.36,0.1,0.15,0.35,0.36,0.04,0,0.15,0,0.28
South Sudan,SSD,2005,0.36,0.1,0.15,0.35,0.36,0.04,0,0.15,0,0.28
South Sudan,SSD,2006,0.36,0.1,0.15,0.35,0.36,0.04,0,0.15,0,0.28
South Sudan,SSD,2007,0.36,0.1,0.15,0.36,0.36,0.04,0,0.15,0,0.28
South Sudan,SSD,2008,0.37,0.1,0.15,0.36,0.37,0.04,0,0.15,0,0.28
South Sudan,SSD,2009,0.37,0.1,0.15,0.36,0.37,0.04,0,0.15,0,0.28
South Sudan,SSD,2010,0.37,0.1,0.15,0.36,0.37,0.04,0,0.15,0,0.28
South Sudan,SSD,2011,0.37,0.1,0.15,0.36,0.37,0.04,0,0.15,0,0.28
South Sudan,SSD,2012,0.37,0.1,0.15,0.36,0.37,0.04,0,0.15,0,0.28
South Sudan,SSD,2013,0.37,0.1,0.15,0.37,0.37,0.05,0,0.15,0,0.28
South Sudan,SSD,2014,0.37,0.1,0.15,0.37,0.37,0.05,0,0.15,0,0.28
South Sudan,SSD,2015,0.37,0.1,0.15,0.37,0.38,0.05,0,0.15,0,0.28
South Sudan,SSD,2016,0.38,0.1,0.15,0.37,0.38,0.05,0,0.15,0,0.29
South Sudan,SSD,2017,0.38,0.1,0.15,0.37,0.38,0.05,0,0.16,0,0.29
South Sudan,SSD,2018,0.38,0.1,0.15,0.38,0.38,0.05,0,0.16,0,0.29
South Sudan,SSD,2019,0.38,0.1,0.15,0.38,0.38,0.05,0,0.16,0,0.28
South-East Asia Region (WHO),,1990,0.21,0.06,0.09,0.21,0.21,0.03,0,0.09,0,0.17
South-East Asia Region (WHO),,1991,0.21,0.06,0.09,0.21,0.21,0.03,0,0.09,0,0.17
South-East Asia Region (WHO),,1992,0.21,0.06,0.09,0.21,0.21,0.03,0,0.09,0,0.18
South-East Asia Region (WHO),,1993,0.22,0.06,0.09,0.21,0.21,0.03,0,0.09,0,0.18
South-East Asia Region (WHO),,1994,0.22,0.07,0.09,0.22,0.21,0.03,0,0.09,0,0.18
South-East Asia Region (WHO),,1995,0.22,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
South-East Asia Region (WHO),,1996,0.22,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
South-East Asia Region (WHO),,1997,0.22,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
South-East Asia Region (WHO),,1998,0.22,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
South-East Asia Region (WHO),,1999,0.22,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
South-East Asia Region (WHO),,2000,0.23,0.07,0.1,0.23,0.22,0.03,0,0.09,0,0.18
South-East Asia Region (WHO),,2001,0.23,0.07,0.1,0.23,0.23,0.03,0,0.09,0,0.18
South-East Asia Region (WHO),,2002,0.23,0.07,0.1,0.23,0.23,0.03,0,0.09,0,0.19
South-East Asia Region (WHO),,2003,0.23,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
South-East Asia Region (WHO),,2004,0.23,0.07,0.11,0.24,0.23,0.03,0,0.1,0,0.19
South-East Asia Region (WHO),,2005,0.24,0.07,0.11,0.24,0.24,0.03,0,0.1,0,0.19
South-East Asia Region (WHO),,2006,0.24,0.07,0.11,0.24,0.24,0.04,0,0.1,0,0.19
South-East Asia Region (WHO),,2007,0.24,0.07,0.11,0.25,0.24,0.04,0,0.1,0,0.2
South-East Asia Region (WHO),,2008,0.25,0.07,0.11,0.25,0.25,0.04,0,0.1,0,0.2
South-East Asia Region (WHO),,2009,0.25,0.07,0.12,0.26,0.25,0.04,0,0.1,0,0.2
South-East Asia Region (WHO),,2010,0.26,0.07,0.12,0.26,0.26,0.04,0,0.11,0,0.21
South-East Asia Region (WHO),,2011,0.26,0.08,0.12,0.27,0.26,0.04,0,0.11,0,0.21
South-East Asia Region (WHO),,2012,0.27,0.08,0.12,0.27,0.27,0.04,0,0.11,0,0.21
South-East Asia Region (WHO),,2013,0.27,0.08,0.12,0.28,0.27,0.04,0,0.11,0,0.22
South-East Asia Region (WHO),,2014,0.28,0.08,0.13,0.28,0.28,0.04,0,0.12,0,0.22
South-East Asia Region (WHO),,2015,0.28,0.08,0.13,0.29,0.28,0.04,0,0.12,0,0.22
South-East Asia Region (WHO),,2016,0.29,0.08,0.13,0.3,0.29,0.04,0,0.12,0,0.23
South-East Asia Region (WHO),,2017,0.29,0.08,0.14,0.31,0.3,0.04,0,0.12,0,0.23
South-East Asia Region (WHO),,2018,0.3,0.08,0.14,0.31,0.3,0.04,0,0.13,0,0.23
South-East Asia Region (WHO),,2019,0.3,0.09,0.14,0.32,0.31,0.04,0,0.13,0,0.24
Spain,ESP,1990,1.22,0.38,0.5,1.06,1.18,0.22,0,0.51,0,0.97
Spain,ESP,1991,1.24,0.38,0.51,1.07,1.19,0.23,0,0.51,0,0.99
Spain,ESP,1992,1.27,0.39,0.52,1.07,1.21,0.23,0,0.52,0,1.02
Spain,ESP,1993,1.29,0.39,0.52,1.08,1.23,0.24,0,0.53,0,1.04
Spain,ESP,1994,1.31,0.4,0.53,1.09,1.24,0.24,0,0.54,0,1.06
Spain,ESP,1995,1.32,0.4,0.54,1.1,1.25,0.24,0,0.54,0,1.07
Spain,ESP,1996,1.33,0.41,0.54,1.11,1.26,0.24,0,0.55,0,1.08
Spain,ESP,1997,1.34,0.42,0.54,1.12,1.27,0.24,0,0.55,0,1.09
Spain,ESP,1998,1.34,0.43,0.55,1.13,1.28,0.24,0,0.55,0,1.1
Spain,ESP,1999,1.35,0.44,0.55,1.14,1.29,0.25,0,0.56,0,1.11
Spain,ESP,2000,1.36,0.44,0.55,1.15,1.3,0.25,0,0.57,0,1.12
Spain,ESP,2001,1.38,0.45,0.56,1.16,1.31,0.25,0,0.57,0,1.14
Spain,ESP,2002,1.4,0.45,0.56,1.17,1.33,0.25,0,0.58,0,1.16
Spain,ESP,2003,1.42,0.46,0.57,1.18,1.34,0.26,0,0.59,0,1.17
Spain,ESP,2004,1.45,0.46,0.57,1.19,1.36,0.26,0,0.59,0,1.19
Spain,ESP,2005,1.46,0.46,0.57,1.2,1.37,0.26,0,0.6,0,1.21
Spain,ESP,2006,1.49,0.47,0.58,1.22,1.39,0.26,0,0.61,0,1.24
Spain,ESP,2007,1.52,0.48,0.58,1.23,1.4,0.26,0,0.62,0,1.29
Spain,ESP,2008,1.55,0.49,0.58,1.23,1.42,0.26,0,0.63,0,1.34
Spain,ESP,2009,1.57,0.5,0.58,1.24,1.44,0.26,0,0.64,0,1.38
Spain,ESP,2010,1.58,0.5,0.57,1.25,1.45,0.26,0,0.64,0,1.39
Spain,ESP,2011,1.58,0.5,0.56,1.26,1.45,0.25,0,0.64,0,1.38
Spain,ESP,2012,1.57,0.49,0.55,1.27,1.46,0.25,0,0.64,0,1.34
Spain,ESP,2013,1.56,0.49,0.54,1.28,1.47,0.25,0,0.64,0,1.3
Spain,ESP,2014,1.55,0.48,0.53,1.29,1.48,0.25,0,0.64,0,1.27
Spain,ESP,2015,1.54,0.48,0.52,1.3,1.49,0.25,0,0.64,0,1.25
